Vehicle_ID,Time_sec,X_coord,Y_coord,Length_m,Width_m,Class,Gore_X,Gore_Y
1,56,319.29,9.51,4.0,1.8,Car,50.0,5.0
1,57,327.54,9.51,4.0,1.8,Car,50.0,5.0
1,58,336.43,9.51,4.0,1.8,Car,50.0,5.0
1,59,344.14,9.51,4.0,1.8,Car,50.0,5.0
2,0,90.68,3.57,4.0,1.8,Car,50.0,5.0
2,1,101.11,3.57,4.0,1.8,Car,50.0,5.0
2,2,107.52,3.57,4.0,1.8,Car,50.0,5.0
2,3,120.54,3.57,4.0,1.8,Car,50.0,5.0
2,4,126.29,3.57,4.0,1.8,Car,50.0,5.0
2,5,141.16,3.57,4.0,1.8,Car,50.0,5.0
2,6,153.88,3.57,4.0,1.8,Car,50.0,5.0
2,7,160.87,3.57,4.0,1.8,Car,50.0,5.0
2,8,165.92,3.57,4.0,1.8,Car,50.0,5.0
2,9,179.08,3.57,4.0,1.8,Car,50.0,5.0
2,10,191.14,3.57,4.0,1.8,Car,50.0,5.0
2,11,203.43,3.57,4.0,1.8,Car,50.0,5.0
2,12,216.15,3.57,4.0,1.8,Car,50.0,5.0
2,13,221.89,3.57,4.0,1.8,Car,50.0,5.0
2,14,230.47,3.57,4.0,1.8,Car,50.0,5.0
2,15,236.63,3.57,4.0,1.8,Car,50.0,5.0
2,16,250.26,3.57,4.0,1.8,Car,50.0,5.0
2,17,261.49,3.57,4.0,1.8,Car,50.0,5.0
2,18,269.8,3.57,4.0,1.8,Car,50.0,5.0
2,19,275.44,3.57,4.0,1.8,Car,50.0,5.0
2,20,283.55,3.57,4.0,1.8,Car,50.0,5.0
2,21,291.8,3.57,4.0,1.8,Car,50.0,5.0
2,22,304.1,3.57,4.0,1.8,Car,50.0,5.0
2,23,315.47,3.57,4.0,1.8,Car,50.0,5.0
2,24,329.34,3.57,4.0,1.8,Car,50.0,5.0
2,25,339.07,3.57,4.0,1.8,Car,50.0,5.0
2,26,345.26,3.57,4.0,1.8,Car,50.0,5.0
2,27,357.39,3.57,4.0,1.8,Car,50.0,5.0
2,28,370.0,3.57,4.0,1.8,Car,50.0,5.0
2,29,380.62,3.57,4.0,1.8,Car,50.0,5.0
2,30,393.33,3.57,4.0,1.8,Car,50.0,5.0
2,31,403.26,3.57,4.0,1.8,Car,50.0,5.0
2,32,413.49,3.57,4.0,1.8,Car,50.0,5.0
2,33,422.77,3.57,4.0,1.8,Car,50.0,5.0
2,34,428.02,3.57,4.0,1.8,Car,50.0,5.0
2,35,434.1,3.57,4.0,1.8,Car,50.0,5.0
2,36,439.41,3.57,4.0,1.8,Car,50.0,5.0
2,37,450.78,3.57,4.0,1.8,Car,50.0,5.0
2,38,458.92,3.57,4.0,1.8,Car,50.0,5.0
2,39,469.01,3.57,4.0,1.8,Car,50.0,5.0
2,40,483.08,3.57,4.0,1.8,Car,50.0,5.0
2,41,490.58,3.57,4.0,1.8,Car,50.0,5.0
2,42,499.68,3.57,4.0,1.8,Car,50.0,5.0
2,43,512.23,3.57,4.0,1.8,Car,50.0,5.0
2,44,519.52,3.57,4.0,1.8,Car,50.0,5.0
2,45,525.29,3.57,4.0,1.8,Car,50.0,5.0
2,46,533.19,3.57,4.0,1.8,Car,50.0,5.0
2,47,539.8,3.57,4.0,1.8,Car,50.0,5.0
2,48,554.1,3.57,4.0,1.8,Car,50.0,5.0
2,49,567.18,3.57,4.0,1.8,Car,50.0,5.0
2,50,578.51,3.57,4.0,1.8,Car,50.0,5.0
2,51,592.23,3.57,4.0,1.8,Car,50.0,5.0
2,52,605.27,3.57,4.0,1.8,Car,50.0,5.0
2,53,612.13,3.57,4.0,1.8,Car,50.0,5.0
2,54,626.06,3.57,4.0,1.8,Car,50.0,5.0
2,55,636.45,3.57,4.0,1.8,Car,50.0,5.0
2,56,649.52,3.57,4.0,1.8,Car,50.0,5.0
2,57,663.49,3.57,4.0,1.8,Car,50.0,5.0
2,58,671.67,3.57,4.0,1.8,Car,50.0,5.0
2,59,677.77,3.57,4.0,1.8,Car,50.0,5.0
3,0,35.97,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,1,37.71,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,2,37.82,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,3,38.89,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,4,39.79,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,5,40.31,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,6,40.64,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,7,41.38,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,8,43.27,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,9,43.98,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,10,45.07,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,11,46.5,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,12,47.29,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,13,49.24,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,14,51.17,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,15,51.75,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,16,52.79,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,17,53.46,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,18,54.11,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,19,54.28,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,20,55.53,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,21,56.59,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,22,56.79,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,23,57.42,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,24,59.24,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,25,59.8,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,26,60.17,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,27,61.2,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,28,63.18,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,29,63.74,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,30,65.11,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,31,77.73,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,32,85.1,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,33,97.39,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,34,106.06,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,35,117.39,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,36,128.72,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,37,139.08,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,38,144.98,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,39,158.34,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,40,166.54,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,41,173.41,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,42,178.82,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,43,189.73,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,44,201.5,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,45,206.67,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,46,216.79,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,47,224.05,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,48,235.51,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,49,242.25,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,50,254.16,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,51,263.03,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,52,277.39,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,53,283.77,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,54,292.18,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,55,298.31,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,56,312.56,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,57,326.33,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,58,333.91,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
3,59,345.51,4.27,2.0,0.8,Two-Wheeler,50.0,5.0
4,0,92.02,5.55,5.0,2.0,SUV,50.0,5.0
4,1,99.44,5.55,5.0,2.0,SUV,50.0,5.0
4,2,105.37,5.55,5.0,2.0,SUV,50.0,5.0
4,3,119.34,5.55,5.0,2.0,SUV,50.0,5.0
4,4,133.34,5.55,5.0,2.0,SUV,50.0,5.0
4,5,144.68,5.55,5.0,2.0,SUV,50.0,5.0
4,6,153.07,5.55,5.0,2.0,SUV,50.0,5.0
4,7,161.56,5.55,5.0,2.0,SUV,50.0,5.0
4,8,173.82,5.55,5.0,2.0,SUV,50.0,5.0
4,9,187.79,5.55,5.0,2.0,SUV,50.0,5.0
4,10,201.66,5.55,5.0,2.0,SUV,50.0,5.0
4,11,214.46,5.55,5.0,2.0,SUV,50.0,5.0
4,12,225.88,5.55,5.0,2.0,SUV,50.0,5.0
4,13,231.72,5.55,5.0,2.0,SUV,50.0,5.0
4,14,238.34,5.55,5.0,2.0,SUV,50.0,5.0
4,15,252.32,5.55,5.0,2.0,SUV,50.0,5.0
4,16,263.39,5.55,5.0,2.0,SUV,50.0,5.0
4,17,268.48,5.55,5.0,2.0,SUV,50.0,5.0
4,18,274.49,5.55,5.0,2.0,SUV,50.0,5.0
4,19,286.13,5.55,5.0,2.0,SUV,50.0,5.0
4,20,291.18,5.55,5.0,2.0,SUV,50.0,5.0
4,21,297.79,5.55,5.0,2.0,SUV,50.0,5.0
4,22,308.27,5.55,5.0,2.0,SUV,50.0,5.0
4,23,320.19,5.55,5.0,2.0,SUV,50.0,5.0
4,24,331.71,5.55,5.0,2.0,SUV,50.0,5.0
4,25,338.96,5.55,5.0,2.0,SUV,50.0,5.0
4,26,351.08,5.55,5.0,2.0,SUV,50.0,5.0
4,27,358.45,5.55,5.0,2.0,SUV,50.0,5.0
4,28,366.7,5.55,5.0,2.0,SUV,50.0,5.0
4,29,379.17,5.55,5.0,2.0,SUV,50.0,5.0
4,30,390.66,5.55,5.0,2.0,SUV,50.0,5.0
4,31,404.16,5.55,5.0,2.0,SUV,50.0,5.0
4,32,415.73,5.55,5.0,2.0,SUV,50.0,5.0
4,33,426.42,5.55,5.0,2.0,SUV,50.0,5.0
4,34,432.35,5.55,5.0,2.0,SUV,50.0,5.0
4,35,441.03,5.55,5.0,2.0,SUV,50.0,5.0
4,36,448.68,5.55,5.0,2.0,SUV,50.0,5.0
4,37,456.12,5.55,5.0,2.0,SUV,50.0,5.0
4,38,470.85,5.55,5.0,2.0,SUV,50.0,5.0
4,39,479.78,5.55,5.0,2.0,SUV,50.0,5.0
4,40,493.7,5.55,5.0,2.0,SUV,50.0,5.0
4,41,505.01,5.55,5.0,2.0,SUV,50.0,5.0
4,42,517.96,5.55,5.0,2.0,SUV,50.0,5.0
4,43,527.99,5.55,5.0,2.0,SUV,50.0,5.0
4,44,538.76,5.55,5.0,2.0,SUV,50.0,5.0
4,45,548.68,5.55,5.0,2.0,SUV,50.0,5.0
4,46,555.64,5.55,5.0,2.0,SUV,50.0,5.0
4,47,567.86,5.55,5.0,2.0,SUV,50.0,5.0
4,48,575.67,5.55,5.0,2.0,SUV,50.0,5.0
4,49,580.91,5.55,5.0,2.0,SUV,50.0,5.0
4,50,592.37,5.55,5.0,2.0,SUV,50.0,5.0
4,51,599.14,5.55,5.0,2.0,SUV,50.0,5.0
4,52,613.54,5.55,5.0,2.0,SUV,50.0,5.0
4,53,628.08,5.55,5.0,2.0,SUV,50.0,5.0
4,54,642.23,5.55,5.0,2.0,SUV,50.0,5.0
4,55,650.93,5.55,5.0,2.0,SUV,50.0,5.0
4,56,656.09,5.55,5.0,2.0,SUV,50.0,5.0
4,57,670.37,5.55,5.0,2.0,SUV,50.0,5.0
4,58,679.65,5.55,5.0,2.0,SUV,50.0,5.0
4,59,694.32,5.55,5.0,2.0,SUV,50.0,5.0
5,0,104.31,8.53,5.0,2.0,SUV,50.0,5.0
5,1,113.16,8.53,5.0,2.0,SUV,50.0,5.0
5,2,126.67,8.53,5.0,2.0,SUV,50.0,5.0
5,3,134.84,8.53,5.0,2.0,SUV,50.0,5.0
5,4,141.53,8.53,5.0,2.0,SUV,50.0,5.0
5,5,152.1,8.53,5.0,2.0,SUV,50.0,5.0
5,6,166.46,8.53,5.0,2.0,SUV,50.0,5.0
5,7,178.42,8.53,5.0,2.0,SUV,50.0,5.0
5,8,189.12,8.53,5.0,2.0,SUV,50.0,5.0
5,9,195.1,8.53,5.0,2.0,SUV,50.0,5.0
5,10,206.25,8.53,5.0,2.0,SUV,50.0,5.0
5,11,221.15,8.53,5.0,2.0,SUV,50.0,5.0
5,12,227.55,8.53,5.0,2.0,SUV,50.0,5.0
5,13,237.73,8.53,5.0,2.0,SUV,50.0,5.0
5,14,251.5,8.53,5.0,2.0,SUV,50.0,5.0
5,15,263.91,8.53,5.0,2.0,SUV,50.0,5.0
5,16,275.88,8.53,5.0,2.0,SUV,50.0,5.0
5,17,287.91,8.53,5.0,2.0,SUV,50.0,5.0
5,18,296.5,8.53,5.0,2.0,SUV,50.0,5.0
5,19,304.44,8.53,5.0,2.0,SUV,50.0,5.0
5,20,317.53,8.53,5.0,2.0,SUV,50.0,5.0
5,21,330.63,8.53,5.0,2.0,SUV,50.0,5.0
5,22,344.3,8.53,5.0,2.0,SUV,50.0,5.0
5,23,358.44,8.53,5.0,2.0,SUV,50.0,5.0
5,24,368.55,8.53,5.0,2.0,SUV,50.0,5.0
5,25,378.56,8.53,5.0,2.0,SUV,50.0,5.0
5,26,391.55,8.53,5.0,2.0,SUV,50.0,5.0
5,27,403.05,8.53,5.0,2.0,SUV,50.0,5.0
5,28,415.07,8.53,5.0,2.0,SUV,50.0,5.0
5,29,428.02,8.53,5.0,2.0,SUV,50.0,5.0
5,30,441.92,8.53,5.0,2.0,SUV,50.0,5.0
5,31,450.3,8.53,5.0,2.0,SUV,50.0,5.0
5,32,459.06,8.53,5.0,2.0,SUV,50.0,5.0
5,33,465.0,8.53,5.0,2.0,SUV,50.0,5.0
5,34,475.78,8.53,5.0,2.0,SUV,50.0,5.0
5,35,481.14,8.53,5.0,2.0,SUV,50.0,5.0
5,36,490.8,8.53,5.0,2.0,SUV,50.0,5.0
5,37,501.22,8.53,5.0,2.0,SUV,50.0,5.0
5,38,509.09,8.53,5.0,2.0,SUV,50.0,5.0
5,39,520.0,8.53,5.0,2.0,SUV,50.0,5.0
5,40,525.3,8.53,5.0,2.0,SUV,50.0,5.0
5,41,530.68,8.53,5.0,2.0,SUV,50.0,5.0
5,42,543.9,8.53,5.0,2.0,SUV,50.0,5.0
5,43,552.5,8.53,5.0,2.0,SUV,50.0,5.0
5,44,558.77,8.53,5.0,2.0,SUV,50.0,5.0
5,45,569.0,8.53,5.0,2.0,SUV,50.0,5.0
5,46,581.7,8.53,5.0,2.0,SUV,50.0,5.0
5,47,588.86,8.53,5.0,2.0,SUV,50.0,5.0
5,48,600.08,8.53,5.0,2.0,SUV,50.0,5.0
5,49,605.94,8.53,5.0,2.0,SUV,50.0,5.0
5,50,611.45,8.53,5.0,2.0,SUV,50.0,5.0
5,51,621.77,8.53,5.0,2.0,SUV,50.0,5.0
5,52,632.17,8.53,5.0,2.0,SUV,50.0,5.0
5,53,643.55,8.53,5.0,2.0,SUV,50.0,5.0
5,54,655.81,8.53,5.0,2.0,SUV,50.0,5.0
5,55,670.57,8.53,5.0,2.0,SUV,50.0,5.0
5,56,680.73,8.53,5.0,2.0,SUV,50.0,5.0
5,57,688.96,8.53,5.0,2.0,SUV,50.0,5.0
5,58,701.91,8.53,5.0,2.0,SUV,50.0,5.0
5,59,709.62,8.53,5.0,2.0,SUV,50.0,5.0
6,0,44.05,0.78,5.0,2.0,SUV,50.0,5.0
6,1,45.97,0.78,5.0,2.0,SUV,50.0,5.0
6,2,47.66,0.78,5.0,2.0,SUV,50.0,5.0
6,3,49.09,0.78,5.0,2.0,SUV,50.0,5.0
6,4,49.96,0.78,5.0,2.0,SUV,50.0,5.0
6,5,50.39,0.78,5.0,2.0,SUV,50.0,5.0
6,6,50.79,0.78,5.0,2.0,SUV,50.0,5.0
6,7,51.36,0.78,5.0,2.0,SUV,50.0,5.0
6,8,52.51,0.78,5.0,2.0,SUV,50.0,5.0
6,9,53.97,0.78,5.0,2.0,SUV,50.0,5.0
6,10,55.32,0.78,5.0,2.0,SUV,50.0,5.0
6,11,55.95,0.78,5.0,2.0,SUV,50.0,5.0
6,12,57.87,0.78,5.0,2.0,SUV,50.0,5.0
6,13,59.37,0.78,5.0,2.0,SUV,50.0,5.0
6,14,60.52,0.78,5.0,2.0,SUV,50.0,5.0
6,15,61.78,0.78,5.0,2.0,SUV,50.0,5.0
6,16,62.68,0.78,5.0,2.0,SUV,50.0,5.0
6,17,63.25,0.78,5.0,2.0,SUV,50.0,5.0
6,18,64.03,0.78,5.0,2.0,SUV,50.0,5.0
6,19,65.57,0.78,5.0,2.0,SUV,50.0,5.0
6,20,70.71,0.78,5.0,2.0,SUV,50.0,5.0
6,21,76.87,0.78,5.0,2.0,SUV,50.0,5.0
6,22,82.33,0.78,5.0,2.0,SUV,50.0,5.0
6,23,87.74,0.78,5.0,2.0,SUV,50.0,5.0
6,24,101.29,0.78,5.0,2.0,SUV,50.0,5.0
6,25,113.33,0.78,5.0,2.0,SUV,50.0,5.0
6,26,123.07,0.78,5.0,2.0,SUV,50.0,5.0
6,27,129.05,0.78,5.0,2.0,SUV,50.0,5.0
6,28,138.97,0.78,5.0,2.0,SUV,50.0,5.0
6,29,148.7,0.78,5.0,2.0,SUV,50.0,5.0
6,30,155.43,0.78,5.0,2.0,SUV,50.0,5.0
6,31,164.77,0.78,5.0,2.0,SUV,50.0,5.0
6,32,173.76,0.78,5.0,2.0,SUV,50.0,5.0
6,33,184.92,0.78,5.0,2.0,SUV,50.0,5.0
6,34,196.27,0.78,5.0,2.0,SUV,50.0,5.0
6,35,201.72,0.78,5.0,2.0,SUV,50.0,5.0
6,36,210.47,0.78,5.0,2.0,SUV,50.0,5.0
6,37,221.72,0.78,5.0,2.0,SUV,50.0,5.0
6,38,231.76,0.78,5.0,2.0,SUV,50.0,5.0
6,39,245.32,0.78,5.0,2.0,SUV,50.0,5.0
6,40,256.91,0.78,5.0,2.0,SUV,50.0,5.0
6,41,263.54,0.78,5.0,2.0,SUV,50.0,5.0
6,42,269.24,0.78,5.0,2.0,SUV,50.0,5.0
6,43,280.67,0.78,5.0,2.0,SUV,50.0,5.0
6,44,285.93,0.78,5.0,2.0,SUV,50.0,5.0
6,45,296.79,0.78,5.0,2.0,SUV,50.0,5.0
6,46,311.19,0.78,5.0,2.0,SUV,50.0,5.0
6,47,321.95,0.78,5.0,2.0,SUV,50.0,5.0
6,48,330.83,0.78,5.0,2.0,SUV,50.0,5.0
6,49,342.26,0.78,5.0,2.0,SUV,50.0,5.0
6,50,351.84,0.78,5.0,2.0,SUV,50.0,5.0
6,51,362.3,0.78,5.0,2.0,SUV,50.0,5.0
6,52,376.71,0.78,5.0,2.0,SUV,50.0,5.0
6,53,385.58,0.78,5.0,2.0,SUV,50.0,5.0
6,54,400.19,0.78,5.0,2.0,SUV,50.0,5.0
6,55,414.24,0.78,5.0,2.0,SUV,50.0,5.0
6,56,421.2,0.78,5.0,2.0,SUV,50.0,5.0
6,57,426.89,0.78,5.0,2.0,SUV,50.0,5.0
6,58,432.9,0.78,5.0,2.0,SUV,50.0,5.0
6,59,438.08,0.78,5.0,2.0,SUV,50.0,5.0
7,0,15.16,6.83,4.0,1.8,Car,50.0,5.0
7,1,23.35,6.83,4.0,1.8,Car,50.0,5.0
7,2,36.79,6.83,4.0,1.8,Car,50.0,5.0
7,3,36.94,6.83,4.0,1.8,Car,50.0,5.0
7,4,38.59,6.83,4.0,1.8,Car,50.0,5.0
7,5,39.22,6.83,4.0,1.8,Car,50.0,5.0
7,6,39.55,6.83,4.0,1.8,Car,50.0,5.0
7,7,40.97,6.83,4.0,1.8,Car,50.0,5.0
7,8,42.27,6.83,4.0,1.8,Car,50.0,5.0
7,9,44.03,6.83,4.0,1.8,Car,50.0,5.0
7,10,45.53,6.83,4.0,1.8,Car,50.0,5.0
7,11,47.16,6.83,4.0,1.8,Car,50.0,5.0
7,12,47.79,6.83,4.0,1.8,Car,50.0,5.0
7,13,48.23,6.83,4.0,1.8,Car,50.0,5.0
7,14,49.75,6.83,4.0,1.8,Car,50.0,5.0
7,15,51.39,6.83,4.0,1.8,Car,50.0,5.0
7,16,53.37,6.83,4.0,1.8,Car,50.0,5.0
7,17,54.25,6.83,4.0,1.8,Car,50.0,5.0
7,18,55.06,6.83,4.0,1.8,Car,50.0,5.0
7,19,56.64,6.83,4.0,1.8,Car,50.0,5.0
7,20,57.38,6.83,4.0,1.8,Car,50.0,5.0
7,21,59.25,6.83,4.0,1.8,Car,50.0,5.0
7,22,60.98,6.83,4.0,1.8,Car,50.0,5.0
7,23,61.9,6.83,4.0,1.8,Car,50.0,5.0
7,24,63.42,6.83,4.0,1.8,Car,50.0,5.0
7,25,64.96,6.83,4.0,1.8,Car,50.0,5.0
7,26,65.25,6.83,4.0,1.8,Car,50.0,5.0
7,27,79.28,6.83,4.0,1.8,Car,50.0,5.0
7,28,89.33,6.83,4.0,1.8,Car,50.0,5.0
7,29,102.6,6.83,4.0,1.8,Car,50.0,5.0
7,30,110.8,6.83,4.0,1.8,Car,50.0,5.0
7,31,124.75,6.83,4.0,1.8,Car,50.0,5.0
7,32,133.64,6.83,4.0,1.8,Car,50.0,5.0
7,33,138.75,6.83,4.0,1.8,Car,50.0,5.0
7,34,152.81,6.83,4.0,1.8,Car,50.0,5.0
7,35,158.72,6.83,4.0,1.8,Car,50.0,5.0
7,36,166.91,6.83,4.0,1.8,Car,50.0,5.0
7,37,181.41,6.83,4.0,1.8,Car,50.0,5.0
7,38,195.92,6.83,4.0,1.8,Car,50.0,5.0
7,39,206.65,6.83,4.0,1.8,Car,50.0,5.0
7,40,217.97,6.83,4.0,1.8,Car,50.0,5.0
7,41,227.46,6.83,4.0,1.8,Car,50.0,5.0
7,42,235.39,6.83,4.0,1.8,Car,50.0,5.0
7,43,243.68,6.83,4.0,1.8,Car,50.0,5.0
7,44,255.4,6.83,4.0,1.8,Car,50.0,5.0
7,45,267.92,6.83,4.0,1.8,Car,50.0,5.0
7,46,280.84,6.83,4.0,1.8,Car,50.0,5.0
7,47,293.74,6.83,4.0,1.8,Car,50.0,5.0
7,48,299.65,6.83,4.0,1.8,Car,50.0,5.0
7,49,309.59,6.83,4.0,1.8,Car,50.0,5.0
7,50,315.17,6.83,4.0,1.8,Car,50.0,5.0
7,51,325.66,6.83,4.0,1.8,Car,50.0,5.0
7,52,335.08,6.83,4.0,1.8,Car,50.0,5.0
7,53,348.96,6.83,4.0,1.8,Car,50.0,5.0
7,54,357.46,6.83,4.0,1.8,Car,50.0,5.0
7,55,363.64,6.83,4.0,1.8,Car,50.0,5.0
7,56,370.07,6.83,4.0,1.8,Car,50.0,5.0
7,57,382.68,6.83,4.0,1.8,Car,50.0,5.0
7,58,393.86,6.83,4.0,1.8,Car,50.0,5.0
7,59,399.87,6.83,4.0,1.8,Car,50.0,5.0
8,0,14.14,7.01,12.0,2.5,Bus,50.0,5.0
8,1,27.36,7.01,12.0,2.5,Bus,50.0,5.0
8,2,39.42,7.01,12.0,2.5,Bus,50.0,5.0
8,3,39.67,7.01,12.0,2.5,Bus,50.0,5.0
8,4,39.94,7.01,12.0,2.5,Bus,50.0,5.0
8,5,41.91,7.01,12.0,2.5,Bus,50.0,5.0
8,6,42.72,7.01,12.0,2.5,Bus,50.0,5.0
8,7,43.53,7.01,12.0,2.5,Bus,50.0,5.0
8,8,45.17,7.01,12.0,2.5,Bus,50.0,5.0
8,9,47.07,7.01,12.0,2.5,Bus,50.0,5.0
