timestamp,day of week,road segment id,x-coord,y-coord,vehicles,lane count,heavy vehicle pct,traffic density,rain mm,temperature C,visibility m,road wetness index,ev percentage,fuel mix index,avg speed kmph,gore point,distance to gore m,CO2 emission,NOx,PM2.5,congestion
2026-03-14 03:00:00,Saturday,C1,51,42,973,4,0.36,81.3,8.0,31,0.47,0.11,0.21,0.7,73.96,0,140,91.11,0.72,0.1,Medium
2026-02-14 13:00:00,Saturday,B1,34,18,2499,4,0.32,61.41,18.0,30,540.0,0.09,0.08,0.36,77.74,1,305,106.28,,0.17,Medium
2026-01-16 13:00:00,Friday,A2,71,73,2914,2,0.39,27.7,21.0,18,0.9,0.44,0.29,0.8,31.89,0,464,412.77,0.91,0.12,Low
2026-01-13 02:00:00,Tuesday,C2,80,12,1442,5,0.33,57.68,3.0,21,940.0,0.1,0.58,0.59,46.0600523338903,0,172,120.851188221262,0.40869900967886,0.0489375938013348,Medium
2026-01-06 09:00:00,Tuesday,C1,60,58,3080,4,0.12,104.93,13.0,33,0.59,0.99,0.58,0.6,77.43,0,431,236.57,0.48,0.1,High
2026-01-22 23:00:00,Thursday,A2,69,81,1559,4,0.15,70.82,20.0,33,520.0,0.16,0.21,0.53,16.04,1,46,85.02,0.64,0.11,Medium
2026-01-04 17:00:00,Sunday,D2,27,60,895,2,0.25,42.91,0.0,24,700.0,0.3,0.07,0.69,,1,195,196.51,0.93,0.08,Low
2026-03-02 21:00:00,Monday,C1,45,54,unknown,2,0.4,127.21,19.0,29,0.91,0.46,0.43,0.41,20.31,0,407,134.99,1.1,0.16,High
2026-01-01 03:00:00,Thursday,D2,97,36,1591,2,0.36,43.94,27.0,23,,0.14,0.36,0.84,79.99,0,407,347.67,0.36,0.09,Low
2026-02-04 03:00:00,Wednesday,A2,95,57,2089,2,0.35,63.303030303030300,5.0,30,,0.17,0.49,0.7,50.8044404131182,0,451,237.322260533202,,0.118040137045502,Medium
2026-02-02 11:00:00,Monday,B2,57,14,2354,5,0.11,129.15,2.0,28,720.0,0.54,0.43,0.43,88.4,0,365,111.07,1.07,0.17,High
2026-01-23 17:00:00,Friday,B2,92,67,2837,4,0.34,19.56,28.0,37,0.41,0.58,0.5,0.49,63.22,1,30,255.44,1.24,0.08,Low
2026-02-04 22:00:00,Wednesday,D2,33,66,2071,2,0.1,106.41,12.0,21,0.61,0.43,0.56,0.47,114.97,0,333,300.6,0.66,0.1,High
2026-03-13 05:00:00,Friday,A2,94,10,2277,2,0.34,79.47,24.0,36,440.0,0.54,0.65,0.56,92.52,1,200,159.81,1.03,0.13,Medium
2026-02-11 11:00:00,Wednesday,C2,46,97,3050,3,0.11,21.7,20.0,36,0.41,0.17,0.14,0.71,88.24,0,423,155.04,0.41,0.1,Low
2026-03-10 23:00:00,Tuesday,C2,78,96,2731,3,0.27,29.34,14.0,23,0.7,0.77,0.58,0.5,77.49,1,7,183.45,0.45,0.12,Low
2026-03-03 02:00:00,Tuesday,A2,12,3,418,3,0.29,57.16,8.0,37,720.0,0.26,0.62,0.59,50.91,1,136,131.78,0.43,0.08,Medium
2026-01-28 19:00:00,Wednesday,B2,97,59,1335,5,0.35,51.91666666666670,18.0,34,640.0,0.6,0.3,0.67,30.2333151731754,1,350,269.811144155734,0.893166570165027,0.136263915457922,Medium
2026-02-09 01:00:00,Monday,B2,22,25,2180,2,0.39,99.36,26.0,39,900.0,0.39,0.44,0.41,19.2,1,96,86.25,0.62,0.17,High
2026-03-02 21:00:00,Monday,B1,18,3,3141,2,0.11,13.62,23.0,26,820.0,0.6,0.29,0.48,47.18,1,300,198.97,0.53,0.11,Low
2026-02-02 02:00:00,Monday,C1,40,96,unknown,5,0.22,20.0,3.0,22,940.0,0.1,0.55,0.37,70.04863389568,0,259,76.7277876819216,0.297673679918244,0.0433505924777196,Low
2026-01-10 06:00:00,Saturday,B1,12,86,2148,4,0.39,96.3,24.0,23,0.85,0.17,0.3,0.58,67.57,1,200,138.53,0.85,0.16,High
2026-03-13 21:00:00,Friday,A1,29,78,1163,4,0.21,70.17,0.0,37,0.75,0.65,0.13,0.4,36.12,1,47,198.76,0.91,0.09,Medium
2026-01-17 12:00:00,Saturday,A2,35,37,1660,4,0.35,60.74,8.0,25,940.0,0.66,0.49,0.84,107.56,1,481,139.19,0.83,0.05,Medium
2026-01-25 18:00:00,Sunday,C2,94,58,3022,4,0.28,20.48,13.0,26,580.0,0.1,0.53,0.65,17.58,1,470,301.18,0.78,0.04,Low
2026-02-09 23:00:00,Monday,C1,63,53,2495,4,0.11,71.2857142857143,13.0,32,740.0,0.43,0.06,0.32,44.8343132681388,0,105,410.575923974019,1.25090663111136,0.14893183865271,High
2026-02-27 04:00:00,Friday,C1,59,3,636,5,0.31,112.62,0.0,31,480.0,0.62,0.59,0.34,111.34,0,408,260.41,1.05,0.16,High
2026-01-14 12:00:00,Wednesday,B1,43,73,2669,5,0.39,34.5,12.0,20,600.0,0.11,0.39,0.55,104.47,0,87,119.94,0.82,0.04,Low
2026-01-06 22:00:00,Tuesday,B2,50,69,1128,5,0.31,43.3846153846154,25.0,21,500.0,0.83,0.37,0.3,54.2694251700083,0,424,177.495609759727,0.63260385427607,0.11046048790691,Medium
2026-01-27 16:00:00,Tuesday,C2,6,19,926,2,0.14,28.69,22.0,33,0.85,0.87,0.45,0.5,56.49,0,214,142.76,1.19,0.17,Low
2026-02-06 02:00:00,Friday,D1,98,82,3173,4,0.28,77.58,6.0,30,660.0,0.96,0.32,0.52,87.63,1,305,90.46,0.41,0.16,Medium
2026-02-14 11:00:00,Saturday,C2,20,1,2437,4,0.29,45.47,28.0,27,0.97,0.8,0.49,0.81,48.87,0,374,245.46,0.32,0.13,Medium
2026-02-17 01:00:00,Tuesday,A1,21,37,1142,3,0.11,99.99,26.0,30,540.0,0.86,0.1,0.58,85.35,1,10,89.94,1.09,0.12,High
2026-01-05 21:00:00,Monday,B2,3,39,2501,4,0.16,54.3695652173913,18.0,33,640.0,0.6,0.57,0.39,39.2819746655329,0,294,265.94027325228,0.940582155386134,0.12519946487075,Medium
2026-01-12 11:00:00,Monday,B1,4,78,1281,2,0.38,74.57,19.0,40,0.56,0.56,0.49,0.38,99.05,1,206,276.43,1.21,0.07,Medium
2026-02-03 00:00:00,Tuesday,C2,38,43,661,2,0.21,,4.0,25,920.0,0.13,0.47,0.33,78.0465793204364,0,85,108.106885730601,0.458594600580854,0.0790940316449179,Low
2026-01-03 01:00:00,Saturday,A2,76,58,3149,3,0.17,53.16,1.0,26,0.46,0.67,0.17,0.32,17.63,1,439,215.71,0.74,0.09,Medium
2026-02-16 11:00:00,Monday,C1,67,38,1511,3,0.18,59.09,29.0,32,0.47,0.38,0.6,0.66,44.64,1,467,151.59,0.84,0.14,Medium
2026-02-05 07:00:00,Thursday,A2,63,20,unknown,3,0.17,47.035714285714300,29.0,31,420.0,0.97,0.31,0.36,30.6090377011119,0,238,236.915845187018,0.831637247215839,0.143972713404848,Medium
2026-01-25 10:00:00,Sunday,C1,44,34,unknown,3,0.2,51.4324324324324,18.0,26,640.0,0.6,0.12,0.56,50.8671901591214,0,384,286.863848403662,0.847560659486009,0.0989722136546691,Medium
2026-03-11 05:00:00,Wednesday,A2,42,16,2112,5,0.25,42.19,2.0,25,480.0,0.86,0.31,0.76,28.77,0,490,129.85,1.2,0.14,Low
2026-01-25 03:00:00,Sunday,B2,7,24,1933,4,0.13,31.45,9.0,33,420.0,0.19,0.54,0.39,39.17,1,22,193.61,0.35,0.04,Low
2026-02-18 04:00:00,Wednesday,C2,67,67,3152,4,0.15,25.23,24.0,26,0.83,0.34,0.31,0.59,41.29,0,254,237.49,0.63,0.1,Low
2026-02-03 12:00:00,Tuesday,A1,31,72,459,5,0.14,77.09,11.0,21,0.61,0.3,0.26,0.66,110.94,0,159,155.26,0.5,0.04,Medium
2026-01-02 01:00:00,Friday,C1,3,7,1669,5,0.23,37.0888888888889,21.0,39,580.0,0.7,0.35,0.4,43.7865264359135,0,178,221.790375249782,0.718195673300592,0.0940756753787546,Low
2026-02-02 19:00:00,Monday,A2,41,87,857,4,0.3,31.7407407407407,19.0,21,620.0,0.63,0.29,0.57,54.3432775755191,0,435,179.767188051121,0.693260218526142,0.126009067566714,Low
2026-01-22 20:00:00,Thursday,A2,41,90,1637,2,0.29,70.41,11.0,33,880.0,0.1,0.46,0.36,107.9,0,376,327.74,0.41,0.06,Medium
2026-02-04 11:00:00,Wednesday,B1,92,37,1545,3,0.36,36.785714285714300,11.0,35,780.0,0.37,0.15,0.42,56.4322660130868,0,327,220.289401432684,0.670633370688832,0.0738164070055549,Low
2026-01-09 06:00:00,Friday,C1,32,44,369,4,0.35,20.02,26.0,35,0.82,0.96,0.25,0.35,46.58,0,472,108.47,0.39,0.16,Low
2026-03-01 04:00:00,Sunday,A2,55,9,1579,2,0.38,117.71,2.0,34,0.79,0.65,0.62,0.79,24.89,1,428,176.61,0.75,0.13,High
2026-02-26 08:00:00,Thursday,D2,43,46,2884,3,0.13,84.34,28.0,24,860.0,0.62,0.23,0.62,71.56,1,413,190.97,0.7,0.04,Medium
2026-01-04 04:00:00,Sunday,B1,41,3,2604,3,0.33,95.53,12.0,20,0.58,0.57,0.56,0.67,69.06,1,386,332.81,1.05,0.13,High
2026-02-27 21:00:00,Friday,D1,42,64,451,2,0.17,26.67,18.0,38,0.88,0.45,0.22,0.64,59.72,0,348,378.94,0.57,0.14,Low
2026-01-20 12:00:00,Tuesday,C2,45,6,2596,4,0.37,99.8461538461538,4.0,20,920.0,0.13,0.25,0.39,37.4322954884637,0,13,361.863545716828,1.2068964200964,0.159493232117086,High
2026-01-23 15:00:00,Friday,B2,69,7,1270,5,0.22,27.0212765957447,,23,0.62,0.63,0.13,0.6,69.7918764989061,0,413,264.143424927443,0.919928252995964,,Low
2026-01-01 19:00:00,Thursday,B2,94,5,unknown,4,0.31,22.1666666666667,19.0,29,620.0,0.63,0.1,0.42,56.0934111791564,0,192,200.884260311102,0.707771173199521,,Low
2026-01-20 21:00:00,Tuesday,A1,65,15,814,3,0.2,65.26,0.0,26,560.0,0.39,0.5,0.68,52.35,0,292,179.22,1.16,0.08,Medium
2026-03-04 20:00:00,Wednesday,B2,60,98,1615,5,0.15,54.14,14.0,20,0.69,0.32,0.19,0.31,34.97,0,172,403.61,0.84,0.14,Medium
2026-02-08 17:00:00,Sunday,B1,93,68,1088,3,0.27,123.76,23.0,39,780.0,0.55,0.51,0.52,79.4,0,201,132.35,0.39,0.12,High
2026-01-11 22:00:00,Sunday,B1,2,44,,4,0.28,43.77,29.0,32,600.0,0.91,0.07,0.46,25.9,0,435,314.55,0.64,0.06,Low
2026-01-14 10:00:00,Wednesday,D1,41,26,1174,4,0.31,95.31,25.0,21,0.57,0.26,0.46,0.4,111.86,0,137,246.49,0.35,,High
2026-02-19 00:00:00,Thursday,C1,68,51,2618,3,0.23,123.98,25.0,19,960.0,0.54,0.5,0.32,48.26,1,301,295.06,1.05,0.1,High
2026-01-30 03:00:00,Friday,D1,7,26,2459,3,0.3,122.45,13.0,23,0.96,0.39,0.45,0.45,89.6,0,328,219.63,1.04,0.06,High
2026-03-08 08:00:00,Sunday,B2,89,95,1724,4,0.16,86.49,12.0,19,0.87,0.02,0.64,0.43,53.79,0,417,276.84,1.05,0.08,Medium
2026-01-07 19:00:00,Wednesday,C2,32,73,1580,5,0.12,54.4827586206897,22.0,29,560.0,0.73,0.15,0.76,45.2382811943594,0,261,299.815557880689,0.998039375608423,0.154169161285929,Medium
2026-01-15 14:00:00,Thursday,B1,21,47,684,3,0.22,49.63,3.0,33,0.8,0.59,0.44,0.53,39.37,0,293,283.44,0.41,0.1,Medium
2026-02-07 20:00:00,Saturday,C2,60,78,896,5,0.29,24.8888888888889,16.0,24,680.0,0.53,0.42,0.4,69.3901403680968,0,28,172.151320413744,0.704751674895457,,Low
2026-01-20 04:00:00,Tuesday,A1,70,72,641,4,0.3,20.03125,4.0,37,920.0,0.13,0.13,0.71,69.9142254628444,0,290,160.640544099124,0.637656574207173,,Low
2026-01-19 10:00:00,Monday,C2,93,92,2389,5,0.37,90.62,16.0,27,0.9,0.29,0.33,0.71,87.52,0,484,312.7,0.61,0.05,High
2026-01-20 17:00:00,Tuesday,A2,54,63,428,5,0.27,54.23,26.0,31,800.0,0.95,0.58,0.32,38.39,1,476,136.25,0.83,0.14,Medium
2026-02-24 19:00:00,Tuesday,B2,67,42,758,4,0.25,80.99,17.0,23,920.0,0.74,0.18,0.34,52.11,1,51,192.58,1.1,0.16,Medium
2026-01-29 07:00:00,Thursday,C1,97,30,1737,4,0.32,37.828,23.0,26,540.0,0.77,0.18,0.49,30.4939747065076,1,102,312.995290683891,0.864745987064806,0.100627817936873,Medium
2026-02-11 20:00:00,Wednesday,B1,85,98,1847,5,0.3,57.65,28.0,26,0.72,0.18,0.2,0.8,35.56,1,266,356.81,0.55,0.15,Medium
2026-02-11 11:00:00,Wednesday,C1,6,64,2063,3,0.33,91.69,9.0,32,0.71,0.81,0.19,0.58,91.88,1,109,,1.12,0.12,High
2026-01-15 22:00:00,Thursday,C2,77,7,2761,4,0.25,78.72,11.0,20,0.86,0.96,0.36,0.73,30.94,1,47,202.05,1.14,0.12,Medium
2026-02-10 21:00:00,Tuesday,A2,40,36,1979,4,0.31,47.1190476190476,12.0,35,760.0,0.4,0.15,0.59,54.7608261011709,0,334,261.212202350792,0.746461078446728,,Medium
2026-02-03 00:00:00,Tuesday,D1,41,57,2128,5,0.21,43.14,24.0,37,0.7,0.45,0.4,0.57,72.74,0,439,393.01,0.32,0.08,Low
2026-02-24 17:00:00,Tuesday,D2,92,13,2021,3,0.29,42.45,26.0,36,0.8,0.29,0.22,0.41,77.66,0,443,93.18,0.91,0.13,Low
2026-01-01 17:00:00,Thursday,C1,75,87,648,5,0.32,28.91,6.0,20,0.93,0.44,0.47,0.51,113.87,1,124,358.95,0.41,0.13,Low
2026-02-21 12:00:00,Saturday,A1,84,88,860,2,0.12,69.27,28.0,19,0.77,0.67,0.59,0.55,112.72,0,163,282.03,1.17,0.08,Medium
2026-02-23 16:00:00,Monday,D2,87,98,1615,2,0.32,24.65,27.0,37,520.0,0.09,0.06,0.71,97.17,0,65,92.39,0.97,0.15,Low
2026-01-06 19:00:00,Tuesday,A1,52,88,2992,5,0.33,80.8648648648649,,26,1000.0,0.0,0.59,0.36,,0,229,223.468053195485,0.709142404623655,0.0510980805458685,High
2026-01-23 09:00:00,Friday,A1,50,33,2531,2,0.39,96.32,24.0,33,640.0,0.13,0.54,0.85,85.52,1,349,102.78,0.82,0.13,High
2026-01-01 13:00:00,Thursday,C1,8,48,1041,2,0.26,34.7,11.0,33,780.0,0.37,0.45,0.4,50.038851752469,0,29,113.533740778253,0.383788033802513,0.0523602433520448,Low
2026-03-14 02:00:00,Saturday,B2,57,78,2242,5,0.3,29.57,20.0,24,0.77,0.39,0.53,0.75,45.05,1,137,121.06,0.94,0.11,Low
2026-01-25 18:00:00,Sunday,B2,86,41,2310,2,0.34,85.5555555555556,24.0,30,520.0,0.8,0.53,0.61,24.9300716272348,0,237,225.846505405155,0.704078967981977,0.0926478327635852,High
2026-01-24 00:00:00,Saturday,C1,25,64,767,4,0.39,18.2619047619048,15.0,37,700.0,0.5,0.47,0.53,63.4745113583006,0,24,138.021778469491,0.57881731020456,0.106031300112419,Low
2026-01-08 23:00:00,Thursday,A1,35,77,2626,5,0.36,101.0,5.0,31,0.9,0.17,0.16,0.6,30.5361568690214,0,431,389.37943247005,1.25228314014748,0.160103042917477,High
2026-02-05 05:00:00,Thursday,B2,45,66,3176,2,0.34,46.57,1.0,29,0.81,0.83,0.24,0.83,53.41,1,51,313.0,0.59,0.09,Medium
2026-03-08 17:00:00,Sunday,A1,46,11,2152,3,0.25,82.57,22.0,38,800.0,0.47,0.15,0.42,55.86,0,473,175.4,0.68,0.14,Medium
2026-03-13 00:00:00,Friday,B2,7,48,2062,2,0.24,18.05,22.0,30,680.0,0.8,0.41,0.58,31.0,0,259,253.43,0.44,0.04,Low
2026-03-05 06:00:00,Thursday,D1,66,3,2994,2,0.24,25.88,5.0,37,620.0,0.61,0.62,0.69,85.94,1,216,384.99,1.11,0.1,Low
2026-01-24 22:00:00,Saturday,C1,94,72,1553,3,0.24,54.355,21.0,34,580.0,0.7,0.24,0.69,28.9491464202868,1,247,294.040673322206,0.886845043167264,0.120092910558375,Medium
2026-01-14 05:00:00,Wednesday,B2,54,1,2666,5,0.15,64.44,21.0,20,0.98,0.25,0.59,0.58,17.72,0,430,178.4,1.23,0.07,Medium
2026-03-13 04:00:00,Friday,A2,94,85,1465,4,0.16,77.18,2.0,39,0.83,0.5,0.47,0.54,102.5,1,456,245.13,0.76,0.08,Medium
2026-02-03 19:00:00,Tuesday,A1,63,99,2056,4,0.36,85.6666666666667,8.0,28,840.0,0.27,0.28,0.74,36.600956221728,0,335,236.754513419863,,,High
2026-01-05 04:00:00,Monday,C1,93,52,1465,2,0.33,21.27,29.0,40,0.87,0.11,0.1,0.52,84.71,0,165,369.79,0.45,0.15,Low
2026-01-23 01:00:00,Friday,D2,99,80,2337,2,0.13,126.21,4.0,21,440.0,0.38,0.51,0.67,47.42,1,456,191.57,0.92,0.13,High
2026-01-31 13:00:00,Saturday,C1,4,84,unknown,4,0.39,60.0,13.0,29,740.0,0.43,0.34,0.49,42.7531925217518,0,376,169.617321201464,,0.0775955557957376,Medium
2026-01-27 16:00:00,Tuesday,D1,69,84,1237,2,0.31,68.93,28.0,32,0.57,0.29,0.25,0.36,30.48,0,101,246.52,0.52,0.09,Medium
2026-01-08 16:00:00,Thursday,B2,87,35,,3,0.39,92.57,29.0,25,0.86,0.89,0.15,0.53,60.22,1,354,174.43,0.49,,High
2026-01-12 22:00:00,Monday,B1,27,18,2198,4,0.13,49.9545454545455,8.0,25,840.0,0.27,0.17,0.36,55.1885161058745,0,307,310.833622391213,0.963353767353315,0.102934615691033,High
2026-02-04 18:00:00,Wednesday,C2,90,72,2450,5,0.3,70.6176470588235,24.0,38,520.0,0.8,0.17,0.39,15.3712668022012,1,154,415.961074300329,1.06869968922288,0.119252431189759,High
2026-01-08 11:00:00,Thursday,B1,87,98,2633,4,0.39,79.98,15.0,25,0.68,0.57,0.64,0.76,67.53,0,386,134.11,0.37,0.08,Medium
2026-01-15 21:00:00,Thursday,C2,66,74,582,5,0.25,16.6285714285714,25.0,22,500.0,0.83,0.35,0.65,,0,30,137.280471296009,0.563909275609755,0.111964110361736,High
2026-03-08 18:00:00,Sunday,D2,32,36,2600,5,0.12,16.73,10.0,26,840.0,0.11,0.13,0.71,47.45,1,422,135.84,0.43,0.08,Low
2026-02-17 06:00:00,Tuesday,D1,18,11,1903,5,0.37,93.45,29.0,31,860.0,0.55,0.32,0.5,33.58,0,295,251.88,0.99,0.13,High
2026-01-18 20:00:00,Sunday,C2,3,49,2311,5,0.23,47.1632653061225,,26,740.0,0.43,0.51,0.44,38.166088083817,0,110,271.03026885982,,0.131322864927204,Medium
2026-01-21 18:00:00,Wednesday,C1,7,13,,4,0.36,75.86,22.0,37,0.76,0.86,0.58,0.56,87.86,1,24,128.13,0.45,0.12,Medium
2026-01-31 23:00:00,Saturday,C1,68,62,521,5,0.35,12.4047619047619,15.0,37,700.0,0.5,0.1,0.51,64.471855981628,0,188,127.160803105179,0.48417985596359,0.0832987327416375,Low
2026-02-26 14:00:00,Thursday,D1,50,4,1049,4,0.19,56.12,15.0,40,0.55,0.35,0.43,0.5,43.34,0,471,295.08,0.54,0.16,Medium
2026-02-02 05:00:00,Monday,C2,88,59,2741,3,0.11,105.423076923077,20.0,35,600.0,0.67,0.55,0.4,,0,115,265.900241037044,,,High
2026-01-30 14:00:00,Friday,B2,10,26,1081,5,0.28,22.0612244897959,1.0,38,980.0,0.03,0.1,0.42,66.9245876821125,0,86,213.85768076835,0.780664605359932,0.107787423814211,Low
2026-02-05 19:00:00,Thursday,A1,5,97,2446,5,0.1,100.717647058824,27.0,24,0.46,0.9,0.18,0.66,20.4980291980289,1,12,424.63699578227,1.09951538752652,0.128414062786211,High
2026-02-04 16:00:00,Wednesday,A1,2,21,3065,2,0.12,23.32,6.0,23,760.0,0.44,0.58,0.49,58.81,0,489,364.64,0.38,0.09,Low
2026-02-26 03:00:00,Thursday,C2,24,30,387,3,0.14,18.31,26.0,18,900.0,0.27,0.22,0.65,94.95,1,245,87.31,0.33,0.05,Low
2026-01-29 16:00:00,Thursday,A1,46,72,2611,5,0.11,56.7608695652174,25.0,31,500.0,0.83,0.46,0.47,35.5630490826439,0,151,301.476270933247,0.957068135487381,0.116636841481342,Medium
2026-01-09 16:00:00,Friday,B1,35,58,1070,4,0.12,82.25,15.0,35,0.93,0.5,0.13,0.37,28.84,0,110,256.39,0.98,0.12,Medium
2026-02-27 03:00:00,Friday,D2,74,95,1735,2,0.34,87.05,19.0,33,820.0,0.63,0.58,0.85,59.54,1,260,386.95,0.73,0.11,Medium
2026-01-24 15:00:00,Saturday,D1,6,74,2375,4,0.35,105.71,27.0,34,440.0,0.33,0.58,0.46,86.46,0,205,108.34,0.61,0.13,High
2026-01-08 01:00:00,Thursday,C1,65,42,2951,3,0.21,29.44,5.0,28,800.0,0.98,0.59,0.4,66.62,1,23,235.31,0.7,0.05,Low
2026-03-06 22:00:00,Friday,B1,100,98,2862,4,0.13,18.05,20.0,40,700.0,0.49,0.48,0.48,21.0,0,20,349.48,0.92,0.1,Low
